id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
127208,B & B  Room Yoga Garden's Place,630252,Aurora,PORTO,Campanhã,41.1546,-8.58985,Private room,33,2,568,2024-12-14,3.55,1,231,40,34971/AL
128557,B&B-High Quality room 10min. walk from WineCellars,625145,Manuel & Family,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12485,-8.6139,Private room,30,2,518,2023-10-29,3.15,2,57,0,Exempt
134570,Luxury OPO Beachfront Penthouse w/Pools,660293,Natacha,VILA NOVA DE GAIA,Madalena,41.10431,-8.66159,Entire home/apt,430,4,106,2023-10-28,0.69,1,287,0,2191/AL
139425,"Cozy flat- air cond, rooftop terrace, free parking",680010,Liana,PORTO,Bonfim,41.14622,-8.59423,Entire home/apt,91,2,272,2024-10-27,1.66,7,354,25,4833/AL
141255,Yellow House -  Casa CF,663708,Gabriela,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19266,-8.6615,Private room,125,3,1,2022-07-08,0.03,1,152,0,96640/AL
155127,Apartment Douro river 5 km to Porto,745984,André,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.1238,-8.54264,Entire home/apt,85,2,157,2024-11-24,1.02,1,360,22,
155723,House with EscolaSuperiorEnferma,748789,Margarida M.,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15854,-8.60783,Entire home/apt,,3,6,2017-08-13,0.04,1,0,0,
169321,Espaçoso e luminoso Apartamento perto de belas artes I,806826,Miguel,PORTO,Bonfim,41.14536,-8.59792,Entire home/apt,143,3,220,2024-11-03,1.38,4,180,19,5458/AL
186655,Charming Family House with Garden (6981/AL),897112,Helena,PORTO,Lordelo do Ouro e Massarelos,41.15215,-8.65248,Entire home/apt,75,3,259,2024-11-01,1.60,1,61,16,6981/AL
186946,DESIGN HOUSE OLD TOWN | BALCONY | AIRCO | RIBEIRA,898831,Isabel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61703,Entire home/apt,122,2,400,2024-11-07,2.48,2,320,40,52314/AL
191005,Luxury Apartment Downtown - Porto,923371,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15328,-8.60758,Entire home/apt,130,3,157,2024-10-28,1.04,2,239,18,5773/AL
207475,EcoArtistic Nest,1020922,João E Susana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12935,-8.61487,Entire home/apt,,2,9,2018-01-03,0.06,1,0,0,
691479,Apartreboleira. Terrace with a view,3534864,Anne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13951,-8.61515,Entire home/apt,160,2,586,2024-11-15,3.94,2,226,70,14929-AL
692042,RIVERTOPVIEW by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,80,1,210,2024-11-22,1.41,21,327,6,14925/AL
695656,Green Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13965,-8.61644,Entire home/apt,41,2,27,2024-08-17,0.19,13,264,3,7250/AL
696324,Mouzinho 134 - Historical Center - Yellow,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,146,2,478,2024-12-04,3.25,9,359,29,6482/AL
703873,Sunny bedroom near the Douro river,3614742,Rui And Sergey,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.13038,-8.60236,Private room,35,2,189,2024-09-27,1.66,1,347,16,
708484,"Little and nice inner room, Oporto",1736427,José António & Isabel,PORTO,Ramalde,41.17632,-8.62883,Private room,21,2,135,2023-09-29,1.19,1,0,0,54199/AL
713596,Apartment Arca D`água with parking,2821843,Paulo,PORTO,Paranhos,41.16838,-8.60986,Entire home/apt,,3,189,2020-08-24,1.29,1,0,0,
735736,OPO.APT - Pateo Apartment 110-0,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,69,2,91,2024-09-20,0.69,7,358,10,6989/AL
736472,OPO.APT -  Art Déco Apartment 110-1,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,66,2,225,2024-10-26,1.55,7,328,27,6985/AL
738602,Clérigos Downtown | Historic Centre,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14581,-8.61272,Entire home/apt,143,3,532,2024-11-25,3.60,8,264,62,28177/AL
746214,Great room in Oporto's centre WIFI,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,,2,45,2019-05-02,0.31,6,0,0,AL 52876
748133,HEART OF THE CITY - SPACIOUS FLAT,3928878,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1478,-8.61334,Entire home/apt,50,2,317,2020-08-15,2.38,1,0,0,49892/AL
749496,Alegria Rubi: Urban Oasis with Garden,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Entire home/apt,307,3,227,2024-11-03,1.55,6,156,23,AL 52876
753560,Suite Privativa com Casa de Banho Privativa,3963937,Hostel,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1340125,-8.6115398,Private room,50,1,1,2024-03-10,0.11,2,354,1,19560/AL
758709,Basic Studio With Top Location and View . Carmo 1,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14626,-8.61803,Entire home/apt,40,2,430,2024-12-10,2.95,7,290,59,19269/AL
759702,Basic Studio With Top Location . Carmo 2,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14655,-8.61661,Entire home/apt,37,2,237,2024-12-03,1.62,7,355,46,19288/AL
764471,"City center, Free Parking, fantastic view",4030159,Dalila,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14605,-8.60366,Entire home/apt,50,2,683,2024-12-03,4.65,1,233,73,132540/AL
769605,Studio in  Porto,3163699,Sónia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14323,-8.60675,Entire home/apt,65,3,73,2024-10-13,0.56,2,265,10,
780430,"ExtendALL, PORTO Studio 1",4115877,Bruno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14185,-8.61792,Entire home/apt,90,2,21,2021-12-05,0.15,3,244,0,52937/AL
780538,"ExtendALL, PORTO Loft",4115877,Bruno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14167,-8.61951,Entire home/apt,125,2,57,2024-11-08,0.39,3,347,9,52937/AL
781542,Loft in Foz do Douro,4122318,Mafalda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15019,-8.67293,Entire home/apt,70,3,1,2013-01-02,0.01,1,345,0,
786791,Aposentus - Lapa Downtown,179432438,Aposentus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15821,-8.6124,Entire home/apt,40,3,152,2024-11-23,1.04,55,365,23,9049/AL
819535,Clérigos Room | Historic Centre,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14576,-8.61271,Private room,59,3,956,2024-12-12,6.57,8,353,75,28177/AL
827208,Sailing boat at the beach,4338551,Aude,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1868,-8.70497,Entire home/apt,74,2,25,2024-08-28,0.18,1,362,4,228/AL
829780,Casa do Paúl - Confort &Nature in peaceful village,4346713,Dulce,AROUCA,Canelas e Espiunca,40.99082,-8.21403,Entire home/apt,185,2,62,2024-08-23,0.45,2,360,6,3515
852698,Alegria Rubi: Urban Oasis with 2 rooms and garden,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14722,-8.60383,Entire home/apt,156,2,6,2018-08-18,0.04,6,66,0,AL 52876
860418,Guest-House in Trindade - Center,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15604,-8.60933,Private room,25,6,141,2024-05-13,1.02,4,263,4,49685/AL
863923,Near the City Park and the sea,1573706,Maria Julieta,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.16955,-8.6636,Private room,50,3,208,2024-10-23,1.46,1,267,21,15720/AL
870040,Home Sweet Home Oporto,4585046,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15125,-8.61461,Entire home/apt,47,2,496,2024-11-18,3.54,1,349,41,
878879,1 bedroom for 1-3 persons,2554908,Yuriy,GONDOMAR,Rio Tinto,41.17405,-8.56425,Private room,,1,0,,,1,0,0,
879013,Apartment at Ramalde metro station,4646480,Rui,PORTO,Ramalde,41.17242,-8.63871,Entire home/apt,51,30,184,2023-10-19,1.33,1,362,0,33416/AL
901441,Go2oporto @ Ribeira do Porto 1,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14022,-8.61528,Entire home/apt,114,2,74,2024-11-09,0.65,11,312,20,31834/AL
901491,Go2oporto @ Ribeira do Porto 2,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14023,-8.61512,Entire home/apt,114,2,13,2024-09-23,0.11,11,311,2,31839/AL
901558,Go2oporto @ Ribeira do Porto 3,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14021,-8.6155,Entire home/apt,114,2,18,2024-07-19,0.13,11,329,1,31843/AL
940770,Loft Clérigos | Historic center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14578,-8.61271,Entire home/apt,58,3,683,2024-12-08,4.80,8,354,68,26029/AL
969918,"city centre, view to Douro river, private parking",3148983,Rosinda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14275,-8.60506,Entire home/apt,,3,57,2018-06-23,0.41,2,0,0,
1000044,"Room in Ribeira Porto, Douro River & D.Luis Bridge",5497765,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14025,-8.61452,Entire home/apt,86,3,211,2024-11-14,1.50,1,142,32,92876/AL
1023015,House w/pool Near the Beach-Espinho,559704,Armando,ESPINHO,Anta e Guetim,40.99886,-8.61619,Entire home/apt,70,2,112,2024-09-24,0.80,2,365,2,10224
1072112,Vitória 392 - Central Loft,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1436,-8.61568,Entire home/apt,49,1,604,2024-11-24,4.27,16,329,53,4916/AL
1075476,cozy studio 3 in downtown Porto,1266562,Lovely,PORTO,Bonfim,41.1468,-8.60139,Entire home/apt,65,2,186,2024-10-10,1.38,17,301,1,109485/AL
1081354,Studio with river view by YoursPorto,1675750,YoursPorto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14245,-8.62651,Entire home/apt,77,1,752,2024-12-06,5.31,21,359,11,23424/AL
1083736,Vitória 392 - Central  Apartment,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14344,-8.61633,Entire home/apt,47,2,194,2024-12-01,1.37,16,352,23,4925/AL
1096376,Urban apartment - Casa da Portela 5105/AL,6024220,Maria João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14409,-8.61145,Entire home/apt,126,2,220,2024-10-28,1.58,1,291,43,5105/AL
1119084,Ar do mar e olhar a Natureza.,6020311,Maria,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.09142,-8.65001,Entire home/apt,75,4,45,2024-10-02,0.36,2,251,17,67776/AL
1144090,O'Porto Studio | Historic Center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14826,-8.61574,Entire home/apt,70,3,673,2024-11-18,4.77,8,365,61,44228/AL
1165025,17 Largo Viriato Historic Center,5723366,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14583,-8.62022,Entire home/apt,76,3,305,2024-11-03,2.18,3,256,37,44934/AL
1168784,Mouzinho 134 - Historical Center - Green,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,71,2,445,2024-11-28,3.18,9,365,40,6466/AL
1170448,GuestHouse Pool&Sea Espinho Oporto,6317610,Isa,ESPINHO,Anta e Guetim,40.99888,-8.61631,Private room,80,2,62,2024-09-07,0.45,2,365,1,
1179009,Superior Apartment with 2 Rooms and Terrace,6450606,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15496,-8.62649,Entire home/apt,109,2,72,2024-10-20,0.51,5,356,4,
1179607,Duplex Apartment,6450606,Joana,PORTO,Lordelo do Ouro e Massarelos,41.15283,-8.62657,Entire home/apt,99,2,27,2024-11-17,0.19,5,352,12,
1185985,Green House - Quarto 1,6485316,Paula,PORTO,Lordelo do Ouro e Massarelos,41.14802,-8.63116,Private room,100,3,77,2020-03-15,0.55,2,245,0,6504/AL
1192674,4 Bedroom Apartment  - Porto,6518808,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16505,-8.6289,Entire home/apt,162,2,324,2024-11-16,2.31,2,312,28,17079/AL
1207275,Mouzinho 134 - Historical Center - Blue,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,234,2,455,2024-12-08,3.26,9,359,16,6467/AL
1257019,Casa 22 ***** City centre cozy apartment!,6847458,Kiki & Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14497,-8.60766,Entire home/apt,59,5,271,2024-10-27,1.94,2,365,15,
1263840,Charming attic room & WC + Garden,5732545,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15957,-8.62422,Private room,,3,303,2024-10-19,2.34,2,0,24,45553/AL
1268146,Light and colorful cosy studio,6250742,Fred,PORTO,Paranhos,41.1841,-8.60908,Entire home/apt,100,2,73,2024-07-01,0.70,22,1,4,87520/AL
1277754,River&Bridges apartments 2 in Porto,3326280,Rui,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13795,-8.61162,Entire home/apt,50,2,378,2024-11-25,2.71,2,325,37,128530/AL
1284630,Sótão acolhedor num prédio do século XVIII,6988977,Casa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14397,-8.61777,Entire home/apt,81,1,107,2024-10-22,0.86,3,173,10,16768/AL
1284759,ABEL'S IN DOWNTOWN - THE PLACE TO BE 1 OF 2,6989703,Abel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14855,-8.61662,Entire home/apt,54,2,717,2024-12-07,5.19,13,168,40,16769/AL
15392562,"Casa em Lourosa, Av. Principal nº 5950.",98435944,Carlos,SANTA MARIA DA FEIRA,Lourosa,40.97041,-8.53752,Entire home/apt,,3,56,2022-01-01,0.57,1,0,0,
20047284,Double Room in Porto (Antas),142247477,Nuno,PORTO,Campanhã,41.1592,-8.59108,Private room,,1,3,2019-03-07,0.03,4,0,0,
23017582,"Apartamento  centro cidade, equipado e com AirC",429054820,Maria Manuela,PORTO,Bonfim,41.14769,-8.600418,Entire home/apt,63,3,50,2024-11-03,0.61,3,200,7,16700/AL
23504966,Casa Particular de Monsanto 2,119157440,Manuela,PORTO,Paranhos,41.17136,-8.61571,Private room,,2,30,2023-05-26,0.39,3,365,0,432029
25835772,Charm in C - Porto Center Apartment,194120215,Cátia E Hélvio,PORTO,Bonfim,41.15025329589844,-8.595067977905273,Entire home/apt,63,2,7,2023-08-27,0.09,2,328,0,72334/AL
25843328,Casa do Campo - Country house,194175960,Filomena,PAREDES,Aguiar de Sousa,41.09629,-8.42987,Entire home/apt,74,1,87,2024-10-12,1.12,1,362,18,Exempt
27275386,"Quarto II / Room II
Casa do Livro 
Boavista",22208825,Bruno,PORTO,Ramalde,41.16344,-8.63474,Private room,46,2,61,2024-09-07,0.80,5,224,3,80811/AL
27280621,2 quartos com acesso a uma casa de banho-Boavista,22208825,Bruno,PORTO,Ramalde,41.16258,-8.63576,Private room,110,2,4,2023-12-10,0.14,5,319,0,80811/AL
27690546,Oporto Lovely House - Standard,209011564,Elisabete,PORTO,Campanhã,41.15441,-8.58754,Entire home/apt,69,3,9,2024-06-28,0.12,4,171,1,75211/AL
34074060,Porto Boutique Avenue,120835470,Francisca,PORTO,Ramalde,41.16128,-8.64368,Entire home/apt,42,2,59,2024-10-20,0.86,3,360,14,93467/AL
35485052,Home Made Guest Studios - 1º Trás,16211101,Maria,PORTO,Bonfim,41.14512,-8.59327,Entire home/apt,68,1,0,,,11,0,0,100598/AL
241574,apartment downtown 1 terrace,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14637,-8.60272,Entire home/apt,65,2,346,2023-06-30,2.17,17,312,0,6762/AL
241743,tranquility in downtown Porto,1266562,Lovely,PORTO,Bonfim,41.14661,-8.60188,Entire home/apt,65,2,162,2024-08-22,1.03,17,327,2,7233/AL
248537,Carregal Apartment,1302034,Maria De Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14738,-8.61876,Entire home/apt,65,3,365,2024-12-09,2.32,1,330,43,5400/AL
264087,Historical City Center Apartment,1385493,Salomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15059,-8.622,Entire home/apt,61,3,408,2024-12-04,2.60,2,55,47,5488/AL
265819,Porto Center Apartement - Beach 2 KM,506925,Amália,PORTO,Ramalde,41.16201,-8.63315,Entire home/apt,99,2,116,2024-09-22,0.75,1,357,12,87222/AL
266970,The peacefulness of the countryside near Oporto,1399935,Teresa E Pedro / Teresa Und Pedro,VILA NOVA DE GAIA,Avintes,41.11945,-8.54857,Entire home/apt,85,7,41,2024-08-23,0.30,2,319,1,
270094,PortoFLAT Self contained studioflat,1377045,Chris,PORTO,Ramalde,41.1608,-8.63532,Entire home/apt,55,3,81,2024-11-02,0.53,1,114,11,60563/AL
270965,Central Apartment in Porto,1418251,Júlia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15641,-8.60973,Entire home/apt,52,3,171,2024-10-14,1.12,1,365,12,7349/AL
273345,charming apartment in downtown Porto 3,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14664,-8.60389,Entire home/apt,71,2,284,2024-05-01,1.86,17,330,2,6760/AL
278886,charming apartment in downtown Porto 2,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14488,-8.60228,Entire home/apt,71,2,291,2023-11-19,2.18,17,329,0,6764/AL
313017,Ribeira - Porto/ Duplex Apartment,1609420,João & Cristiana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14172,-8.61175,Entire home/apt,,1,51,2017-05-21,0.33,1,0,0,44204/AL
322277,"Secluded mountain house, 50m River Paiva",1650486,Sandra,AROUCA,Alvarenga,40.96909,-8.16228,Entire home/apt,,7,33,2024-08-25,0.24,1,365,4,33347/AL
322467,Porto Luxury Suite,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,63,2,546,2024-10-27,3.78,5,360,38,30401/AL
366442,Portugal - Vila Do Conde! Location!,1850073,Jolene,VILA DO CONDE,Vila do Conde,41.36807,-8.75865,Entire home/apt,,2,18,2019-08-11,0.13,1,0,0,
383641,Suite in the center of Oporto,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,61,2,522,2024-10-26,3.47,5,365,20,30401/AL
386984,Fontielas Houses | House T1 with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17423,-8.35532,Entire home/apt,,4,17,2024-08-22,0.15,3,0,3,7562/AL
393987,Old city! River View! Indoor Parking!,1969579,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14236,-8.60503,Entire home/apt,75,2,469,2024-12-09,3.10,1,110,64,6946/AL
399584,Rustic House,1994633,Elisa,MAIA,São Pedro Fins,41.25363,-8.54319,Entire home/apt,180,7,125,2021-08-31,0.83,1,362,0,15346/AL
403114,Blue Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14073,-8.6147,Entire home/apt,70,2,202,2024-11-28,1.33,13,255,29,6852/AL
